,400000,600000,900000,1350000,2025000,3037500,4556250,6834375,10251562,15377343,23066015,34599022,51898533,77847800,116771700,175157550,262736325,394104487,591156730,886735095,1330102642
iter1,0.00238204,0.003218889,0.006728888,0.007081985,0.013621092,0.020622969,0.026705027,0.038922787,0.056243896,0.08306694,0.122560978,0.180732965,0.273986816,0.407032013,0.614478111,0.838676929,1.26275897,1.903957844,2.836031199,4.26315093,6.39993906
iter2,0.002169132,0.003180981,0.004535913,0.006844997,0.011419058,0.017930031,0.027506113,0.040960073,0.056894064,0.08313489,0.123594046,0.18406105,0.27375412,0.406883001,0.612154007,0.847291946,1.26760602,1.903023958,2.868669033,4.284147024,6.425941944
iter3,0.002516031,0.003219128,0.005878925,0.008100986,0.012428045,0.018985033,0.03046298,0.04125905,0.058259964,0.084172964,0.124457121,0.183691978,0.274367094,0.408398151,0.607831001,0.851011038,1.275081158,1.907974005,2.861989975,4.305078983,6.46711421
iter4,0.002254963,0.002938986,0.005799055,0.00774312,0.015564919,0.020919085,0.029386997,0.047083139,0.061955929,0.087827921,0.134793997,0.185180902,0.273237944,0.408421993,0.609177828,0.853543043,1.268458843,1.912613869,2.876372814,4.30924201,6.449820995
iter5,0.00227499,0.002942085,0.008285046,0.007683992,0.014917135,0.020136118,0.027244091,0.040111065,0.058786869,0.086733103,0.126166105,0.184387922,0.277215004,0.41369319,0.611608028,0.853009939,1.27979207,1.914972067,2.87567997,4.314003944,6.478486061
iter6,0.002380848,0.002953053,0.008374929,0.007606983,0.015364885,0.020004034,0.029125929,0.040747881,0.057574034,0.085813999,0.127671957,0.186969995,0.27520299,0.410163879,0.612854004,0.856728077,1.281363964,1.918931961,2.883827209,4.323317051,6.471570015
iter7,0.00227499,0.003153086,0.008213997,0.008118153,0.012848854,0.019385099,0.032562971,0.039471865,0.05900383,0.088829994,0.12743783,0.186514139,0.27549386,0.411359787,0.614412069,0.856925011,1.28212285,1.925265074,2.886342049,4.31398201,6.449816942
iter8,0.002306938,0.003164053,0.004512072,0.008810043,0.011758089,0.018242121,0.028877974,0.04264617,0.062606096,0.086656809,0.126629829,0.188036919,0.277883053,0.412265062,0.614217043,0.857970953,1.276502132,1.920446873,2.877194166,4.307142973,6.467327118
iter9,0.002321959,0.00628686,0.005192995,0.007762909,0.01322794,0.020460844,0.027938128,0.04073596,0.05766201,0.0862391,0.126381874,0.185692072,0.276258945,0.412204027,0.618245125,0.853368044,1.28508997,1.916432858,2.891454935,4.316013813,6.473982096
iter10,0.002259016,0.00323081,0.007395983,0.007952929,0.016333103,0.019649982,0.031646967,0.053581953,0.061308861,0.085865974,0.128924131,0.191210985,0.275550842,0.414294004,0.616425037,0.854262114,1.275812864,1.924440145,2.88548398,4.325438976,6.480571032
